No,種別(日),Type (EN),名称(日本語読み),Name (English),名称(ハングル),ペット可の根拠,広域自治体(日),Region (EN),市郡区(日),City/District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,評価,口コミ数,Googleマップ,カテゴリ原文(韓)
360,民宿,Minbak,アルムダウンホヤネ,Areumdaunhoyane,아름다운호야네,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 표선면 토산중앙로 487-134,010-2162-3699,https://instagram.com/aho__stay,,33.33016,126.760547,4.6,65,"https://www.google.com/maps/search/?api=1&query=33.33016,126.760547",민박
361,ペンション,Pension,イェイチュサンジャン,Yeicheusanjang,예이츠산장,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 남원읍 516로 918,064-767-3846,,http://www.yeatsvil.co.kr,33.325729,126.601038,4.5,3,"https://www.google.com/maps/search/?api=1&query=33.325729,126.601038",펜션
362,宿泊施設,Accommodation,オンドストーンペンション,Ondeo Stone Pension,온더스톤펜션,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,,,https://blog.naver.com/rvex93/222913347719,33.470254,126.917847,,168,"https://www.google.com/maps/search/?api=1&query=33.470254,126.917847",숙박
363,ペンション,Pension,イルヘペンション,Ilhae Pension,일해펜션,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 성산읍 환해장성로 233-22,010-4100-1045,,http://일해펜션.com/,33.389052,126.888756,4.5,0,"https://www.google.com/maps/search/?api=1&query=33.389052,126.888756",펜션
364,ペンション,Pension,チェジュ オアシスヒュヤンペンション,Jeju Oasiseuhyuyang Pension,제주 오아시스휴양펜션,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 상효로 74-10,,,,33.266623,126.599263,1.0,61,"https://www.google.com/maps/search/?api=1&query=33.266623,126.599263",펜션
365,ペンション,Pension,チェジュダオンジェ,Jejudaonjae,제주다온재,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125-10,064-784-5090,,http://www.jejudaonjae.com,33.45492,126.907433,4.9,29,"https://www.google.com/maps/search/?api=1&query=33.45492,126.907433",펜션
366,民宿,Minbak,チェジュエソ,Jejuaeseo,제주애서,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 성산읍 신산중앙로 5-12,,,,33.380983,126.878093,,1,"https://www.google.com/maps/search/?api=1&query=33.380983,126.878093",민박
367,ペンション,Pension,チェジュエコスウィチュ,Jejuekoseuwicheu,제주에코스위츠,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 중문상로 207-13,064-738-9975,,http://jejueco.com/wordpress/,33.2654,126.427736,4.5,17,"https://www.google.com/maps/search/?api=1&query=33.2654,126.427736",펜션
368,ペンション,Pension,チェジュイソ,Jejuiseo,제주이서,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 성산읍 신천서로 85-3,010-6644-9922,https://www.instagram.com/jeju2liseo,,33.340172,126.854971,2.5,0,"https://www.google.com/maps/search/?api=1&query=33.340172,126.854971",펜션
369,ペンション,Pension,トトウィ パダ,Totoui Bada,토토의 바다,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 표선면 토산중앙로49번길 21,010-9330-3699,,,33.308929,126.77571,4.3,7,"https://www.google.com/maps/search/?api=1&query=33.308929,126.77571",펜션
370,ペンション,Pension,ハジェンタウンペンション,Hajen Town Pension,하젠타운펜션,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 표선면 토산중앙로 140,010-9090-5064,,,33.317996,126.774506,5.0,4,"https://www.google.com/maps/search/?api=1&query=33.317996,126.774506",펜션
371,ペンション,Pension,ヘルメンハウス,Hereumen House,헤르멘하우스,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 대정읍 평화로 85,0507-1374-6898,,http://www.hermenhouse.com,33.256961,126.286513,3.2,57,"https://www.google.com/maps/search/?api=1&query=33.256961,126.286513",펜션
372,民宿,Minbak,ホンシネペンション,Hongsine Pension,홍시네펜션,地図データに明記,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 대정읍 무릉중앙로 83,010-4193-5709,,,33.266435,126.195686,,2,"https://www.google.com/maps/search/?api=1&query=33.266435,126.195686",민박
373,ペンション,Pension,フィゲ愛犬ペンション,Hwige Dog Paensyeon,휘게애견팬션,店名から判断,済州特別自治道,Jeju,ソグィポ市,Seogwipo-si,제주특별자치도 서귀포시 성산읍 삼달신풍로 35-5,,,,33.368182,126.834938,4.5,9,"https://www.google.com/maps/search/?api=1&query=33.368182,126.834938",펜션
374,ペンション,Pension,ケムソンドエウォル,Gaemseongdeuaewol,갬성드애월,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 애월해안로 274,,,,33.468367,126.34043,5.0,6,"https://www.google.com/maps/search/?api=1&query=33.468367,126.34043",펜션
375,ペンション,Pension,クィドクグィドクペンション,Gwideokgwideok Pension,귀덕귀덕펜션,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 한림읍 귀덕남동1길 54,0502-5550-5443,,https://blog.naver.com/separator,33.422839,126.302276,,19,"https://www.google.com/maps/search/?api=1&query=33.422839,126.302276",펜션
376,ペンション,Pension,タルビチョンド,Dalbichondo,달빛온도,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 곽납로 160-6,,http://instagram.com/comodoen_casa,,33.440564,126.3267,,3,"https://www.google.com/maps/search/?api=1&query=33.440564,126.3267",펜션
377,ペンション,Pension,タルシ,Dalsi,달시,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 한림읍 한림로 372-6,0502-5552-3878,,https://blog.naver.com/dalsi3726,33.395397,126.243518,4.6,11,"https://www.google.com/maps/search/?api=1&query=33.395397,126.243518",펜션
378,ペンション,Pension,トバウム,Deobaum,더바움,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 하소로 784-10,,,,33.415786,126.396386,,5,"https://www.google.com/maps/search/?api=1&query=33.415786,126.396386",펜션
379,ペンション,Pension,トポレストハソロ,Deoporeseuteuhasoro,더포레스트하소로,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 하소로 784-10,,https://instagram.com/hasoro_thefor.rest,,33.415773,126.396395,,11,"https://www.google.com/maps/search/?api=1&query=33.415773,126.396395",펜션
380,ペンション,Pension,ットルレミジプ,Ttollaemijip,똘내미집,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 한림읍 협재로 45,010-6212-3795,,http://www.ddolnaemihouse.com,33.394042,126.247389,4.0,15,"https://www.google.com/maps/search/?api=1&query=33.394042,126.247389",펜션
381,ホテル,Hotel,ットレビホテル,Tteurebi Hotel,뜨레비호텔,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 연동7길 8,064-713-5011,,https://www.trevihotel.co.kr/,33.489193,126.490575,3.8,28,"https://www.google.com/maps/search/?api=1&query=33.489193,126.490575",호텔
382,ペンション,Pension,ラリジョブ一棟貸しペンション,Rarijeobeu Whole House Pension,라리저브독채펜션,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 구좌읍 하도13길 27,010-2267-2449,,,33.510369,126.889163,4.8,34,"https://www.google.com/maps/search/?api=1&query=33.510369,126.889163",펜션
383,ペンション,Pension,モンモンプルレイス,Meongmeongpeulleiseu,멍멍플레이스,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 소길남길 244-5,010-5171-4665,https://www.instagram.com/jeju__mmplays/,,33.416271,126.379461,3.7,16,"https://www.google.com/maps/search/?api=1&query=33.416271,126.379461",펜션
384,ペンション,Pension,パラドンバダ,Baradeonbada,바라던바다,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 구좌읍 김월남길 111,010-9951-8096,https://www.instagram.com/gaheuline/,,33.548355,126.77192,1.0,7,"https://www.google.com/maps/search/?api=1&query=33.548355,126.77192",펜션
385,ペンション,Pension,パモス愛犬ペンション,Bamoseu Dog Pension,바모스애견펜션,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 조천읍 조천남4길 60,010-8548-3710,,,33.529209,126.640445,4.0,8,"https://www.google.com/maps/search/?api=1&query=33.529209,126.640445",펜션
386,ペンション,Pension,サギェジョルソンダン,Sagyejeolsongdang,사계절송당,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 구좌읍 중산간동로 2042-8,0502-5552-8562,,,33.474088,126.761113,4.0,8,"https://www.google.com/maps/search/?api=1&query=33.474088,126.761113",펜션
387,ペンション,Pension,ソギルステイ,Sogil Stay,소길스테이,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 장소로 147-23,010-8381-9764,,http://blog.naver.com/thrlffl,33.439202,126.383868,5.0,3,"https://www.google.com/maps/search/?api=1&query=33.439202,126.383868",펜션
388,ペンション,Pension,ステイ トノ,Stay Dono,스테이 도노,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 조천읍 와흘상서1길 4-4,010-3129-8145,,https://blog.naver.com/stay_dono,33.49472,126.633859,,9,"https://www.google.com/maps/search/?api=1&query=33.49472,126.633859",펜션
389,ペンション,Pension,ステイトゥモラク,Stay Dumorak,스테이두모락,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 한경면 복호로 93-1,0502-5553-2054,,http://naver.me/GRu8sNmJ,33.342302,126.199686,5.0,38,"https://www.google.com/maps/search/?api=1&query=33.342302,126.199686",펜션
390,ペンション,Pension,ステイパイジェイ,Stay Baijei,스테이바이제이,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 어도봉남길 25-1,010-7203-5518,https://www.instagram.com/staybyj_hudam/,,33.416342,126.302827,,7,"https://www.google.com/maps/search/?api=1&query=33.416342,126.302827",펜션
391,ペンション,Pension,ステイクイヂ,Stay Kuidi,스테이쿠이디,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 한림읍 귀덕14길 59,010-5743-5422,,https://www.stayquidi.com,33.438498,126.2959,,5,"https://www.google.com/maps/search/?api=1&query=33.438498,126.2959",펜션
392,ペンション,Pension,アロムタロムハウス,Aromtarom House,아롬타롬하우스,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 조천읍 조함해안로 142-44,0502-5551-2443,,,33.545247,126.641409,4.2,8,"https://www.google.com/maps/search/?api=1&query=33.545247,126.641409",펜션
393,ペンション,Pension,オアジェジュ,Oajeju,오아제주,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 조천읍 대흘5길 88-4,0503-7151-5556,https://instagram.com/oaa.jeju?igshid=MWI4MTIyMDE=,,33.497442,126.669603,,19,"https://www.google.com/maps/search/?api=1&query=33.497442,126.669603",펜션
394,ペンション,Pension,チェジュデンデンイ愛犬ペンション ブラック,Jejudaengdaengi Dog Pension Black,제주댕댕이애견펜션 블랙,店名から判断,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 광령평화2길 116-20,1833-9306,,https://제주댕댕이애견펜션.kr/,33.43469,126.432659,5.0,53,"https://www.google.com/maps/search/?api=1&query=33.43469,126.432659",펜션
395,ペンション,Pension,チェジュ一棟貸しペンションチャクジガムソンスクソ クルミビョルドン,Jeju Whole House Pension Jakujigamseongsukso Gureumibyeoldong,제주독채펜션자쿠지감성숙소 구르미별동,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 구좌읍 세화합전1길 34-12,0502-5553-8298,https://www.instagram.com/gurmistars,,33.512644,126.862124,4.0,56,"https://www.google.com/maps/search/?api=1&query=33.512644,126.862124",펜션
396,ペンション,Pension,チェジュドレゴンハウス,Jejudeuregon House,제주드레곤하우스,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 한경면 연명로 13-2,,,https://www.facebook.com/jejudragonhouse,33.29283,126.235134,,0,"https://www.google.com/maps/search/?api=1&query=33.29283,126.235134",펜션
397,民宿,Minbak,チェジュモンドル,Jejumongdol,제주몽돌,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 테우해안로 3,010-3785-6144,https://www.instagram.com/jejumongdol,,33.494481,126.436574,5.0,2,"https://www.google.com/maps/search/?api=1&query=33.494481,126.436574",민박
398,ペンション,Pension,チェジュ愛犬チョンムン エンジェルハウス,Jeju Dog Jeonmun Enjel House,제주애견전문 엔젤하우스,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 신엄안3길 95,010-3679-5869,,http://www.angelhouse.kr/,33.472398,126.357777,5.0,345,"https://www.google.com/maps/search/?api=1&query=33.472398,126.357777",펜션
399,ペンション,Pension,チェジュエダンビ,Jejuaedanbi,제주애단비,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 한림읍 귀덕5길 20-1,,,,33.441491,126.28147,5.0,5,"https://www.google.com/maps/search/?api=1&query=33.441491,126.28147",펜션
400,ペンション,Pension,チェジュポレスターヒル,Jejupore Star Hil,제주포레스타힐,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 주르레남길 81-26,010-4321-5289,,https://www.forestarheal.com,33.439732,126.476897,5.0,3,"https://www.google.com/maps/search/?api=1&query=33.439732,126.476897",펜션
401,ペンション,Pension,テラスヒル,Terrace Hil,테라스힐,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 아봉로 346,0507-1350-3478,,https://terracehilljeju.com/,33.470375,126.572742,4.3,0,"https://www.google.com/maps/search/?api=1&query=33.470375,126.572742",펜션
402,ペンション,Pension,テバジュ,Tebajeu,테바즈,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 조천읍 일주동로 1594,0503-7154-1046,,https://linktr.ee/tebaz,33.551492,126.7036,5.0,10,"https://www.google.com/maps/search/?api=1&query=33.551492,126.7036",펜션
403,民宿,Minbak,パランサンジャ,Paransangja,파란상자,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 구좌읍 한동북1길 34-2,010-4093-9943,,http://blog.naver.com/paransangza,33.541134,126.828658,5.0,1,"https://www.google.com/maps/search/?api=1&query=33.541134,126.828658",민박
404,ペンション,Pension,ペンションミラ,Pension Mira,펜션미라,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 한경면 금등대안1길 61-3,,,,33.343009,126.215671,5.0,1,"https://www.google.com/maps/search/?api=1&query=33.343009,126.215671",펜션
405,宿泊施設,Accommodation,ハドガウリネ,Hadogaeurine,하도가을이네,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 구좌읍 하도3길 108-13,,,,33.526591,126.882296,5.0,5,"https://www.google.com/maps/search/?api=1&query=33.526591,126.882296",숙박
406,ペンション,Pension,ヘリエンソダムペンション,Haeriaensodam Pension,해리앤소담펜션,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 중산간서로 6566-3,064-745-1969,https://www.instagram.com/harrysodam,,33.46256,126.431046,3.9,317,"https://www.google.com/maps/search/?api=1&query=33.46256,126.431046",펜션
407,ペンション,Pension,ホテルピンコ,Hotel Pinko,호텔핀코,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 구좌읍 해맞이해안로 2428-2,,https://www.instagram.com/hotel_finnko,,33.488897,126.906052,,20,"https://www.google.com/maps/search/?api=1&query=33.488897,126.906052",펜션
408,ペンション,Pension,ヒュイネウォルペンション,Hyuinaewol Pension,휴인애월펜션,地図データに明記,済州特別自治道,Jeju,チェジュ市,Jeju-si,제주특별자치도 제주시 애월읍 곽납로 37,010-4631-0650,,https://homepage.staymg.com/제주휴인애월펜션,33.444585,126.315227,4.2,1,"https://www.google.com/maps/search/?api=1&query=33.444585,126.315227",펜션
409,ペンション,Pension,ライムヒュロジュマリペンション,Raimhyurojeumari Pension,라임휴로즈마리펜션,地図データに明記,忠清南道,Chungcheongnam-do,コンジュ市,Gongju-si,충남 공주시 반포면 사봉길 107-2,010-2478-7179,,,36.362921,127.265577,5.0,12,"https://www.google.com/maps/search/?api=1&query=36.362921,127.265577",펜션
410,ペンション,Pension,トシュナ愛犬ペンション,Deosyuna Dog Pension,더슈나애견펜션,地図データに明記,忠清南道,Chungcheongnam-do,クムサン郡,Geumsan-gun,충남 금산군 진산면 살구정길 178-13,010-2933-2278,,http://www.더슈나애견펜션.com,36.159014,127.327944,5.0,8,"https://www.google.com/maps/search/?api=1&query=36.159014,127.327944",펜션
411,宿泊施設,Accommodation,ハノクステイヨベク,Hanok Stay Yeobaek,한옥스테이여백,地図データに明記,忠清南道,Chungcheongnam-do,クムサン郡,Geumsan-gun,충남 금산군 금성면 큰말길 97-6,010-5389-1621,https://www.instagram.com/yeobaek_hanok,,36.137384,127.47928,,39,"https://www.google.com/maps/search/?api=1&query=36.137384,127.47928",한옥숙소
412,ペンション,Pension,プリドクペンション,Peuridok Pension,프리독펜션,地図データに明記,忠清南道,Chungcheongnam-do,ノンサン市,Nonsan-si,충남 논산시 연산면 계백송정3길 25-7,010-8428-3716,,http://프리독펜션.com,36.222757,127.228367,4.9,94,"https://www.google.com/maps/search/?api=1&query=36.222757,127.228367",펜션
413,ペンション,Pension,ラルチェ365 ペンション,Raruche 365 Pension,라루체365 펜션,地図データに明記,忠清南道,Chungcheongnam-do,タンジン市,Dangjin-si,충남 당진시 신평면 맷돌포길 49,010-2685-1386,,,36.910233,126.812885,,16,"https://www.google.com/maps/search/?api=1&query=36.910233,126.812885",펜션
414,ペンション,Pension,スチュピン,Seutyuping,스튜핑,地図データに明記,忠清南道,Chungcheongnam-do,タンジン市,Dangjin-si,충남 당진시 면천면 밖여름길 22-45,,https://www.instagram.com/stuping_dog,,36.793621,126.650907,,8,"https://www.google.com/maps/search/?api=1&query=36.793621,126.650907",펜션
415,ペンション,Pension,テチョニェップンペンション,Daecheonyeppeun Pension,대천예쁜펜션,地図データに明記,忠清南道,Chungcheongnam-do,ポリョン市,Boryeong-si,충남 보령시 고잠2길 12-17,010-4025-1222,,http://www.daecheonpension.kr,36.311758,126.51679,5.0,5,"https://www.google.com/maps/search/?api=1&query=36.311758,126.51679",펜션
416,民宿,Minbak,トノルジャ 愛犬ペンション,Deonolja Dog Pension,더놀자 애견펜션,地図データに明記,忠清南道,Chungcheongnam-do,ポリョン市,Boryeong-si,충남 보령시 웅천읍 삼정골길 86,010-4739-6306,,"https://map.naver.com/v5/search/%EB%AC%B4%EC%B0%BD%ED%8F%AC%20%ED%8E%9C%EC%85%98/place/1836795887?placePath=%3Fentry=pll%26from=nx%26fromNxList=true&c=14085270.0312249,4335093.9169339,14,0,0,0,dh",36.25007,126.546934,5.0,19,"https://www.google.com/maps/search/?api=1&query=36.25007,126.546934",민박
417,ペンション,Pension,ノウレバンハダ,Noeurebanhada,노을에반하다,地図データに明記,忠清南道,Chungcheongnam-do,ソサン市,Seosan-si,충남 서산시 지곡면 왕산길 16-4,010-8647-8712,,http://noban.co.kr,36.87185,126.373199,5.0,28,"https://www.google.com/maps/search/?api=1&query=36.87185,126.373199",펜션
418,ホテル,Hotel,ホテル24STプリスチジ,Hotel 24ST Peuriseutiji,호텔24ST프리스티지,地図データに明記,忠清南道,Chungcheongnam-do,ソサン市,Seosan-si,충남 서산시 읍내1로 24,010-2599-5112,,https://booking.naver.com/booking/3/bizes/632006,36.779305,126.451324,,15,"https://www.google.com/maps/search/?api=1&query=36.779305,126.451324",호텔
419,ペンション,Pension,ファーストステイ,First Stay,퍼스트스테이,地図データに明記,忠清南道,Chungcheongnam-do,アサン市,Asan-si,충남 아산시 음봉면 음봉로337번길 19-52,0502-5554-1659,,https://www.firststay.co.kr,36.849105,127.047699,5.0,51,"https://www.google.com/maps/search/?api=1&query=36.849105,127.047699",펜션
420,ペンション,Pension,プルペンション オヨワユ,Pul Pension Eoyeowayu,풀펜션 어여와유,地図データに明記,忠清南道,Chungcheongnam-do,アサン市,Asan-si,충남 아산시 음봉면 신정리길 79-9,010-8078-0875,https://www.instagram.com/eoyeowayu,,36.872139,127.019359,5.0,16,"https://www.google.com/maps/search/?api=1&query=36.872139,127.019359",펜션
421,ペンション,Pension,コジュknock,Gojeu knock,고즈knock,地図データに明記,忠清南道,Chungcheongnam-do,イェサン郡,Yesan-gun,충남 예산군 덕산면 둔지미1길 27-4,,,,36.676938,126.64006,,0,"https://www.google.com/maps/search/?api=1&query=36.676938,126.64006",펜션
422,ホテル,Hotel,ソリュン ホテル by アヌク チョナン,Soryun Hotel by Aneuk Cheonan,소륜 호텔 by 아늑 천안,地図データに明記,忠清南道,Chungcheongnam-do,チョナン市トンナム区,Cheonan-si Dongnam-gu,충남 천안시 동남구 만남의길 21,041-556-6162,,,36.82374,127.166435,4.1,11,"https://www.google.com/maps/search/?api=1&query=36.82374,127.166435",호텔
423,ペンション,Pension,ヒュペンション,Hyu Pension,휴펜션,地図データに明記,忠清南道,Chungcheongnam-do,チョナン市トンナム区,Cheonan-si Dongnam-gu,충남 천안시 동남구 광덕면 휴암1길 16,010-9207-3003,,http://www.hyupension.com,36.678044,127.05754,5.0,3,"https://www.google.com/maps/search/?api=1&query=36.678044,127.05754",펜션
424,ホテル,Hotel,アヌク ホテル チョナニョク 2,Aneuk Hotel Cheonanyeok 2,아늑 호텔 천안역 2,地図データに明記,忠清南道,Chungcheongnam-do,チョナン市ソブク区,Cheonan-si Seobuk-gu,충남 천안시 서북구 양지21길 37,041-592-9740,,,36.812739,127.140024,4.3,45,"https://www.google.com/maps/search/?api=1&query=36.812739,127.140024",호텔
425,ペンション,Pension,ケスター,Gae Star,개스타,地図データに明記,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 안면읍 삼봉길 96-5,010-8811-1479,,http://gaestar.com,36.57146,126.325763,5.0,34,"https://www.google.com/maps/search/?api=1&query=36.57146,126.325763",펜션
426,ペンション,Pension,コルドオションペンション,Goldeuosyeon Pension,골드오션펜션,地図データに明記,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 남면 몽산포길 75-6,041-672-7627,,http://goldocean.kr,36.672472,126.287807,5.0,36,"https://www.google.com/maps/search/?api=1&query=36.672472,126.287807",펜션
427,ペンション,Pension,クリダスム ステイ,Geuridasum Stay,그리다숨 스테이,地図データに明記,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 안면읍 안수터길 75-2,010-5829-0900,,http://그리다숨.com,36.516895,126.367165,4.6,29,"https://www.google.com/maps/search/?api=1&query=36.516895,126.367165",펜션
428,ペンション,Pension,ッコンッチゴ愛犬ペンション,Kkonttigo Dog Pension,꼰띠고애견펜션,店名から判断,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 안면읍 붓드기길 76,010-7322-9336,,http://contigodog.com,36.556724,126.339183,4.8,34,"https://www.google.com/maps/search/?api=1&query=36.556724,126.339183",펜션
429,ペンション,Pension,ッコッギルッタラペンション,Kkotgilttara Pension,꽃길따라펜션,地図データに明記,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 안면읍 해안관광로 859,010-8308-0332,,,36.571954,126.317704,5.0,0,"https://www.google.com/maps/search/?api=1&query=36.571954,126.317704",펜션
430,ペンション,Pension,ッコッジヘソンペンション,Kkotjihaesong Pension,꽃지해송펜션,地図データに明記,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 안면읍 꽃지2길 35-9,010-3205-4250,,https://kkotjihaesongpension.qshop.ai/,36.492941,126.337967,4.7,3,"https://www.google.com/maps/search/?api=1&query=36.492941,126.337967",펜션
431,ペンション,Pension,ックムックヌンダラクバンペンション,Kkumkkuneundarakbang Pension,꿈꾸는다락방펜션,地図データに明記,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 안면읍 해안관광로 730-3,,,http://꿈꾸는다락방.kr/,36.563369,126.325816,5.0,30,"https://www.google.com/maps/search/?api=1&query=36.563369,126.325816",펜션
432,ペンション,Pension,ナウリペンション,Nauri Pension,나우리펜션,地図データに明記,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 안면읍 삼봉길 94,010-8185-9988,,,36.570769,126.325788,5.0,12,"https://www.google.com/maps/search/?api=1&query=36.570769,126.325788",펜션
433,ペンション,Pension,ットランチェ愛犬プールヴィラグランピング,Tteuranchae Dog Pool Villa Glamping,뜰안채애견풀빌라글램핑,店名から判断,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 안면읍 해안관광로 276-72,010-8736-5477,,,36.524209,126.335806,,6,"https://www.google.com/maps/search/?api=1&query=36.524209,126.335806",펜션
434,ペンション,Pension,ラオン愛犬ペンション,Raon Dog Pension,라온애견펜션,店名から判断,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 남면 진산1길 229-76,010-9918-1830,,http://www.raon-house.kr,36.712567,126.274522,5.0,24,"https://www.google.com/maps/search/?api=1&query=36.712567,126.274522",펜션
435,ペンション,Pension,リメムボ愛犬同伴ペンション,Rimembeo Dog Friendly Pension,리멤버애견동반펜션,店名から判断,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 고남면 누동로 19,1833-9306,,http://리멤버.kr,36.431438,126.40315,4.5,9,"https://www.google.com/maps/search/?api=1&query=36.431438,126.40315",펜션
436,ペンション,Pension,モンスクラブ愛犬プールヴィラ,Meongseu Club Dog Pool Villa,멍스클럽애견풀빌라,店名から判断,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 안면읍 해안관광로 918,,,http://mungsclub.co.kr,36.57713,126.319239,5.0,38,"https://www.google.com/maps/search/?api=1&query=36.57713,126.319239",펜션
437,ペンション,Pension,ミノドペンション,Mineodo Pension,민어도펜션,地図データに明記,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 원북면 발전로 633-45,010-2511-8172,,http://www.mineodo.co.kr,36.911428,126.246879,4.3,34,"https://www.google.com/maps/search/?api=1&query=36.911428,126.246879",펜션
438,ペンション,Pension,パダビペンション,Badabi Pension,바다비펜션,地図データに明記,忠清南道,Chungcheongnam-do,テアン郡,Taean-gun,충남 태안군 고남면 편교동길 122,010-3301-0317,,http://바다비.kr/,36.440776,126.406038,2.3,41,"https://www.google.com/maps/search/?api=1&query=36.440776,126.406038",펜션
