No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,最寄り駅(日),Nearest station (EN),駅まで(m),広域自治体(日),Region (EN),市郡区(日),City/District (EN),エリア(日),Area (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
2195,カフェ/Cafe,ネイビソショルクラブ スワンジョム,Neibisosyeol Club Suwanjeom,네이비소셜클럽 수완점,スイーツ,Sweets,デザート・カフェ,"Dessert, Cafe",店内OK / Indoors OK,あり/Yes,ククラクガン（極楽江）,Geungnakgang,1440,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,スワンドン,Suwan-dong,광주광역시 광산구 수완로50번길 34-5 1층,,,,35.188902,126.830367,店舗単位,4,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.188902,126.830367",https://map.naver.com/p/search/네이비소셜클럽%20수완점%20광주광역시%20광산구%20수완로50번길%2034-5%201층,https://www.diningcode.com/profile.php?rid=CTlbliLbAnzL,"디저트, 카페"
2196,カフェ/Cafe,ロノブドミル スワンジョム,RUNOFTHEMILL,런오브더밀 수완점,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,スワンドン,Suwan-dong,광주광역시 광산구 수완로106번길 16,070-7755-5348,https://www.instagram.com/runofthe.mill/,,35.194174,126.831249,店舗単位,5,6,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.194174,126.831249",https://map.naver.com/p/search/런오브더밀%20수완점%20광주광역시%20광산구%20수완로106번길%2016,https://www.diningcode.com/profile.php?rid=zB1yJXXXYmG5,"커피, 카페"
2197,カフェ/Cafe,ロノブドミル チョムダンジョム,Reonobeudeomil Cheomdanjeom,런오브더밀 첨단점,ベーカリー,Bakery,ベーカリーカフェ,Bakery Cafe,店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,ウォルギェドン,Wolgye-dong,광주광역시 광산구 산월로3번길 7 1층,,,,35.209196,126.837558,店舗単位,5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.209196,126.837558",https://map.naver.com/p/search/런오브더밀%20첨단점%20광주광역시%20광산구%20산월로3번길%207%201층,https://www.diningcode.com/profile.php?rid=YOvg1KKv6jhK,베이커리카페
2198,ごはん/Meal,リブベ チョムダンジョム,Ribeube Cheomdanjeom,리브베 첨단점,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,ッサンアムドン,Ssangam-dong,광주광역시 광산구 첨단중앙로182번길 76 중해마루힐2차 상가 1층,062-971-8118,https://www.instagram.com/li_vevey_/,,35.221707,126.84992,店舗単位,4.2,9,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.221707,126.84992",https://map.naver.com/p/search/리브베%20첨단점%20광주광역시%20광산구%20첨단중앙로182번길%2076%20중해마루힐2차%20상가%201층,https://www.diningcode.com/profile.php?rid=yUracH2EMMdZ,브런치
2199,ごはん/Meal,メクゴピン チョムダン,Maekgeopin Cheomdan,맥거핀 첨단,バー・居酒屋,Bar & Pub,居酒屋・ダイニングポプ,"Bar, Dining Peop",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,ッサンアムドン,Ssangam-dong,광주광역시 광산구 첨단강변로87번길 5 야스텍타워 112호,070-8680-3051,https://www.instagram.com/macguffin_pub,,35.214352,126.852022,店舗単位,5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.214352,126.852022",https://map.naver.com/p/search/맥거핀%20첨단%20광주광역시%20광산구%20첨단강변로87번길%205%20야스텍타워%20112호,https://www.diningcode.com/profile.php?rid=mFkAK2eK71ji,"술집, 다이닝펍"
2200,ごはん/Meal,ポルクコーヒー ハナムサンダンジュンアンジョム,Beolkeu Coffee Hanamsandanjungangjeom,벌크커피 하남산단중앙점,サンドイッチ・サラダ,Sandwich & Salad,コーヒー・サンドイッチ,"Coffee, Sandwich",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,チャンドクドン,Jangdeok-dong,광주광역시 광산구 하남산단3번로 137,,,,35.18979,126.80937,店舗単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.18979,126.80937",https://map.naver.com/p/search/벌크커피%20하남산단중앙점%20광주광역시%20광산구%20하남산단3번로%20137,https://www.diningcode.com/profile.php?rid=MZoM7q4c4h7x,"커피, 샌드위치"
2201,カフェ/Cafe,アルボ クァンサング,Areubo Gwangsangu,아르보 광산구,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,クァンサンドン,Gwangsan-dong,광주광역시 광산구 임곡상촌길 9,010-4043-1155,https://www.instagram.com/cafe.arbo,,35.225844,126.735605,店舗単位,5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.225844,126.735605",https://map.naver.com/p/search/아르보%20광산구%20광주광역시%20광산구%20임곡상촌길%209,https://www.diningcode.com/profile.php?rid=MLJFhPtcpFyK,"커피, 카페"
2202,カフェ/Cafe,アウラモン,Aurameong,아우라멍,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,サンジョンドン,Sanjeong-dong,전남광주통합특별시 광산구 사암로 375,,,,35.16437,126.808513,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.16437,126.808513",https://map.naver.com/p/search/아우라멍%20전남광주통합특별시%20광산구%20사암로%20375,,
2203,ごはん/Meal,オラン,Eorang,어랑,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,ウォルギェドン,Wolgye-dong,전남광주통합특별시 광산구 첨단내촌로70번길 19,,,,35.212559,126.839968,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.212559,126.839968",https://map.naver.com/p/search/어랑%20전남광주통합특별시%20광산구%20첨단내촌로70번길%2019,,
2204,ごはん/Meal,オロラヤンシク スワンジョム,Ororayangsik Suwanjeom,오로라양식 수완점,日本料理,Japanese,キョンヤンシク・とんかつ,"Gyeongyangsik, Tonkatsu",店内OK / Indoors OK,なし/No,ククラクガン（極楽江）,Geungnakgang,1200,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,スワンドン,Suwan-dong,광주광역시 광산구 수완로11번길 42 1층,062-954-1255,https://www.instagram.com/the_orora,,35.186384,126.826297,店舗単位,3.3,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.186384,126.826297",https://map.naver.com/p/search/오로라양식%20수완점%20광주광역시%20광산구%20수완로11번길%2042%201층,https://www.diningcode.com/profile.php?rid=gsDwqej5NiqR,"경양식, 돈까스"
2205,カフェ/Cafe,チキプレンジュ チョムダン,CHEEKY FRIENDS,치키프렌즈 첨단,ジェラート・かき氷,Gelato & Ice,カフェ・イェンナルビンス,"Cafe, Yennalbingsu",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,ウォルギェドン,Wolgye-dong,전남광주통합특별시 광산구 월계로130번길 12 1층,,,,35.213125,126.839501,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.213125,126.839501",https://map.naver.com/p/search/치키프렌즈%20첨단%20전남광주통합특별시%20광산구%20월계로130번길%2012%201층,https://www.diningcode.com/profile.php?rid=BgHyyXnOV984,"카페, 옛날빙수"
2206,カフェ/Cafe,チルボンイッチャムッポン,Chilbongijjamppong,칠봉이짬뽕,カフェ・軽食,Cafe & Snacks,ッチャムッポン・オルクンッチャムッポン,"Jjamppong, Eolkeunjjamppong",店内OK / Indoors OK,なし/No,ククラクガン（極楽江）,Geungnakgang,1050,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,シンガドン,Singa-dong,광주광역시 광산구 목련로394번길 23-26,062-576-7080,,,35.184874,126.833958,店舗単位,4.3,11,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.184874,126.833958",https://map.naver.com/p/search/칠봉이짬뽕%20광주광역시%20광산구%20목련로394번길%2023-26,https://www.diningcode.com/profile.php?rid=u9IDM3ZSCRqq,"짬뽕, 얼큰짬뽕"
2207,カフェ/Cafe,ポルキハウス スワンジグ,Peolki House Suwanjigu,펄키하우스 수완지구,スイーツ,Sweets,デザート・カフェ,"Dessert, Cafe",店内OK / Indoors OK,なし/No,ククラクガン（極楽江）,Geungnakgang,1440,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,スワンドン,Suwan-dong,광주광역시 광산구 수완로50번길 45 1층,,https://www.instagram.com/pearlkee.house,,35.188893,126.831213,店舗単位,4.5,5,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.188893,126.831213",https://map.naver.com/p/search/펄키하우스%20수완지구%20광주광역시%20광산구%20수완로50번길%2045%201층,https://www.diningcode.com/profile.php?rid=ESK6ukCtWPFg,"디저트, 카페"
2208,カフェ/Cafe,ハビルコーヒー クァンジュ,Habil Coffee Gwangju,하빌커피 광주,スイーツ,Sweets,デザート・カフェ,"Dessert, Cafe",店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,ウンスドン,Unsu-dong,광주광역시 광산구 어등대로 569-1 1층,010-9249-7585,https://instagram.com/habilecoffee,,35.15154,126.785297,店舗単位,5,2,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.15154,126.785297",https://map.naver.com/p/search/하빌커피%20광주%20광주광역시%20광산구%20어등대로%20569-1%201층,https://www.diningcode.com/profile.php?rid=8mEeVrfqfDSW,"디저트, 카페"
2209,ごはん/Meal,ホブエンッソル,HUB&SOL,허브앤쏠,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ソンジョンゴンウォン（松汀公園）,Songjeong Park,980,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,ソチョンドン,Sochon-dong,전남광주 광산구 소촌로86번길 20-18 1층,,,,35.151378,126.794588,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.151378,126.794588",https://map.naver.com/p/search/허브앤쏠%20전남광주%20광산구%20소촌로86번길%2020-18%201층,https://www.diningcode.com/profile.php?rid=16uaDn6cCLIx,
2210,カフェ/Cafe,ホムプコーヒー スワンジョム,Heompeu Coffee Suwanjeom,험프커피 수완점,コーヒー専門,Specialty Coffee,カフェ・ラテ,"Cafe, Latte",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンサン区,Gwangsan-gu,スワンドン,Suwan-dong,광주광역시 광산구 임방울대로332번길 29 1층 101호 험프커피 수완점,010-2600-6394,,,35.189715,126.82548,店舗単位,5,1,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.189715,126.82548",https://map.naver.com/p/search/험프커피%20수완점%20광주광역시%20광산구%20임방울대로332번길%2029%201층%20101호%20험프커피%20수완점,https://www.diningcode.com/profile.php?rid=KOAomphQg4CG,"카페, 라떼"
2211,カフェ/Cafe,ヘクヘク,heckheck,헥헥,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クァンヤン市,Gwangyang-si,,,전남광주통합특별시 광양시 광양읍 석정길 15-9,,,,34.973238,127.583132,地区中心,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=34.973238,127.583132",https://map.naver.com/p/search/헥헥%20전남광주통합특별시%20광양시%20광양읍%20석정길%2015-9,,
2212,ごはん/Meal,クリェヨクデハプシル,Guryeyeokdaehapsil,구례역대합실,イタリアン,Italian,パスタ・タスルギ,"Pasta, Daseulgi",店内OK / Indoors OK,あり/Yes,クリェグ,Guryegu,390,全南光州統合特別市,Jeonnam-Gwangju,クリェ郡,Gurye-gun,,,전라남도 구례군 구례읍 섬진강로 23,061-783-2368,,https://www.threads.com/@gurye_station,35.166697,127.45362,店舗単位,3.3,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.166697,127.45362",https://map.naver.com/p/search/구례역대합실%20전라남도%20구례군%20구례읍%20섬진강로%2023,https://www.diningcode.com/profile.php?rid=8sKC1O1kxol6,"파스타, 다슬기"
2213,カフェ/Cafe,クリェヨクジェグァジョム,Guryeyeokjegwajeom,구례역제과점,ベーカリー,Bakery,ベーカリー・カフェ,"Bakery, Cafe",店内OK / Indoors OK,あり/Yes,クリェグ,Guryegu,410,全南光州統合特別市,Jeonnam-Gwangju,クリェ郡,Gurye-gun,,,전라남도 구례군 구례읍 섬진강로 23 구례역제과점,061-786-2369,https://www.instagram.com/gurye_bakery/,,35.166835,127.453801,店舗単位,3.7,4,ベーカリー営業,"https://www.google.com/maps/search/?api=1&query=35.166835,127.453801",https://map.naver.com/p/search/구례역제과점%20전라남도%20구례군%20구례읍%20섬진강로%2023%20구례역제과점,https://www.diningcode.com/profile.php?rid=wo5labPwnRLh,"베이커리, 카페"
2214,カフェ/Cafe,タパコーヒー クリェ,Tapa Coffee Gurye,타파커피 구례,コーヒー専門,Specialty Coffee,コーヒー・フィルターコーヒー,"Coffee, Filter Coffee",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,クリェ郡,Gurye-gun,,,전라남도 구례군 구례읍 봉성로 105 타파커피,0502-5553-8444,https://instagram.com/tappa_coffee,,35.211681,127.464393,店舗単位,4.7,3,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.211681,127.464393",https://map.naver.com/p/search/타파커피%20구례%20전라남도%20구례군%20구례읍%20봉성로%20105%20타파커피,https://www.diningcode.com/profile.php?rid=2nzz1goKT0rf,"커피, 필터커피"
2215,ごはん/Meal,クムソンサンガーデン ナジュ,Geumseongsan Garden Naju,금성산가든 나주,レストラン,Restaurant,ペクスク・チェユクボックム,"Baeksuk, Jeyukbokkeum",店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,キョンヒョンドン,Gyeonghyeon-dong,전라남도 나주시 경현길 63 금성산가든,0503-7154-3441,,,35.036505,126.705628,店舗単位,4.8,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.036505,126.705628",https://map.naver.com/p/search/금성산가든%20나주%20전라남도%20나주시%20경현길%2063%20금성산가든,https://www.diningcode.com/profile.php?rid=PiryYxH2q9fx,"백숙, 제육볶음"
2216,ごはん/Meal,トヌォリ ナジュ,Donwori Naju,돈워리 나주,焼肉,Korean BBQ,テペサムギョプサル・センデペサムギョプサル,"Daepaesamgyeopsal, Saengdaepaesamgyeopsal",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,ピッガラムドン,Bitgaram-dong,전라남도 나주시 상야1길 20 엘타워 105호,061-331-9333,https://www.instagram.com/pig_worry_naju/,,35.021894,126.787045,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.021894,126.787045",https://map.naver.com/p/search/돈워리%20나주%20전라남도%20나주시%20상야1길%2020%20엘타워%20105호,https://www.diningcode.com/profile.php?rid=TMG27z9dfl5J,"대패삼겹살, 생대패삼겹살"
2217,ごはん/Meal,チオベスチ ナジュ,Dieobeseuti Naju,디어베스티 나주,ピザ,Pizza,ブランチ・薪窯ピザ,"Brunch, Wood-fired Pizza",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,ピッガラムドン,Bitgaram-dong,전라남도 나주시 쌍산3길 41 1층 101호,010-2289-0502,,,35.028864,126.797037,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.028864,126.797037",https://map.naver.com/p/search/디어베스티%20나주%20전라남도%20나주시%20쌍산3길%2041%201층%20101호,https://www.diningcode.com/profile.php?rid=oMjdFhivxAhE,"브런치, 화덕피자"
2218,カフェ/Cafe,モンマシル,Meongmasil,멍마실,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,ピッガラムドン,Bitgaram-dong,전남광주통합특별시 나주시 상야3길 8,,,,35.022915,126.790047,建物単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.022915,126.790047",https://map.naver.com/p/search/멍마실%20전남광주통합특별시%20나주시%20상야3길%208,,
2219,カフェ/Cafe,モンモンドリム,Meongmeongdeurim,멍멍드림,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,,,전남광주통합특별시 나주시 다도면 방산리 1474-2,,,,34.94174,126.83347,地区中心,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=34.94174,126.83347",https://map.naver.com/p/search/멍멍드림%20전남광주통합특별시%20나주시%20다도면%20방산리%201474-2,,
2220,ごはん/Meal,ペメスォン,Baemeswon,배멧원,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,ピッガラムドン,Bitgaram-dong,전남광주통합특별시 나주시 배멧3길 5-18,061-333-0403,,,35.019326,126.786916,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.019326,126.786916",https://map.naver.com/p/search/배멧원%20전남광주통합특별시%20나주시%20배멧3길%205-18,,
2221,カフェ/Cafe,ペアラン,Baearang,배아랑,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,ナジュ（羅州）,Naju,700,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,,,전남광주통합특별시 나주시 금천면 신가신촌길 66,061-331-7785,,http://homefine2875.mycafe24.com/,35.009676,126.711874,地区中心,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.009676,126.711874",https://map.naver.com/p/search/배아랑%20전남광주통합특별시%20나주시%20금천면%20신가신촌길%2066,,
2222,カフェ/Cafe,ステイケイション ナジュ,Seuteikeisyeon Naju,스테이케이션 나주,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,ピッガラムドン,Bitgaram-dong,전라남도 나주시 석전2길 18,,https://www.instagram.com/staycation.official/,,35.024256,126.779032,店舗単位,4,7,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.024256,126.779032",https://map.naver.com/p/search/스테이케이션%20나주%20전라남도%20나주시%20석전2길%2018,https://www.diningcode.com/profile.php?rid=zoWw9hQsm9b3,"카페, 디저트"
2223,ごはん/Meal,チャジャンナム ナジュ,Jajangnamu Naju,자작나무 나주,焼肉,Korean BBQ,センサムギョプサル,Saengsamgyeopsal,店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,ナジュ市,Naju-si,ピッガラムドン,Bitgaram-dong,"전라남도 나주시 배멧2길 39 113,114호",061-331-2772,,,35.020158,126.792524,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.020158,126.792524","https://map.naver.com/p/search/자작나무%20나주%20전라남도%20나주시%20배멧2길%2039%20113,114호",https://www.diningcode.com/profile.php?rid=L9qDj9EJSWC2,생삼겹살
2224,カフェ/Cafe,モンクク,Meongkeukeu,멍크크,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナム区,Nam-gu,ウォンサンドン,Wonsan-dong,전남광주통합특별시 남구 이동길 96,,,,35.103838,126.855844,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.103838,126.855844",https://map.naver.com/p/search/멍크크%20전남광주통합특별시%20남구%20이동길%2096,,
2225,カフェ/Cafe,モンシュポウ,Mongsyupou,몽슈포우,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナム区,Nam-gu,チュウォルドン,Juwol-dong,전남광주통합특별시 남구 서문대로812번길 4-8,0502-5554-5912,,,35.130949,126.900493,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.130949,126.900493",https://map.naver.com/p/search/몽슈포우%20전남광주통합특별시%20남구%20서문대로812번길%204-8,,
2226,カフェ/Cafe,ムブス コーヒー,Mubeuseu Coffee,무브스 커피,コーヒー専門,Specialty Coffee,コーヒー,Coffee,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナム区,Nam-gu,ポンソンドン,Bongseon-dong,광주광역시 남구 봉선1로 64 2층 Moves coffee,0502-5553-5921,https://instagram.com/movescoffee,,35.127668,126.912255,店舗単位,4.8,7,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.127668,126.912255",https://map.naver.com/p/search/무브스%20커피%20광주광역시%20남구%20봉선1로%2064%202층%20Moves%20coffee,https://www.diningcode.com/profile.php?rid=30sYUZOBGizo,커피
2227,カフェ/Cafe,ムブス コーヒー ポンソンドン,MOVES COFFEE,무브스 커피 봉선동,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,ナム区,Nam-gu,ポンソンドン,Bongseon-dong,광주광역시 남구 봉선1로 64 2층 Moves coffee,0502-5553-5921,https://instagram.com/movescoffee,,35.127668,126.912255,店舗単位,4.8,7,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.127668,126.912255",https://map.naver.com/p/search/무브스%20커피%20봉선동%20광주광역시%20남구%20봉선1로%2064%202층%20Moves%20coffee,https://www.diningcode.com/profile.php?rid=30sYUZOBGizo,"커피, 카페"
2228,ごはん/Meal,ムジサンフェ クァンジュナムグ,Mujisanghoe Gwangjunamgu,무지상회 광주남구,日本料理,Japanese,とんかつ・スジェとんかつ,"Tonkatsu, Suje Tonkatsu",店内OK / Indoors OK,なし/No,ヒョチョン,Hyocheon,240,全南光州統合特別市,Jeonnam-Gwangju,ナム区,Nam-gu,イマムドン,Imam-dong,광주광역시 남구 효천2로가길 21 1층 103호,,,,35.101374,126.875191,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.101374,126.875191",https://map.naver.com/p/search/무지상회%20광주남구%20광주광역시%20남구%20효천2로가길%2021%201층%20103호,https://www.diningcode.com/profile.php?rid=pphEQmFejKgQ,"돈까스, 수제돈까스"
2229,カフェ/Cafe,チョソンピプル クァンジュナムグ,Joseonpipeul Gwangjunamgu,조선피플 광주남구,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,ナム区,Nam-gu,ウォンサンドン,Wonsan-dong,광주광역시 남구 신만산길 51-5 조선피플,062-385-6038,,https://blog.naver.com/cafe_joseonpeople,35.094269,126.848722,店舗単位,4.7,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.094269,126.848722",https://map.naver.com/p/search/조선피플%20광주남구%20광주광역시%20남구%20신만산길%2051-5%20조선피플,https://www.diningcode.com/profile.php?rid=flCCjUQAJw6t,"카페, 디저트"
2230,ごはん/Meal,ヒョダム,Hyodam,효담,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,トルゴゲ,Dolgogae,910,全南光州統合特別市,Jeonnam-Gwangju,ナム区,Nam-gu,ウォルサンドン,Wolsan-dong,전남광주통합특별시 남구 금화로440번길 3,,,,35.143921,126.892579,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.143921,126.892579",https://map.naver.com/p/search/효담%20전남광주통합특별시%20남구%20금화로440번길%203,,
2231,カフェ/Cafe,モンスター タミャン,Meong Star Damyang,멍스타 담양,ドッグカフェ,Dog Cafe,カフェ・ドッグカフェ,"Cafe, Dog Cafe",店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,タミャン郡,Damyang-gun,ハクドン,Hak-dong,전남 담양군 담양읍 깊은실길 113 담양읍 학동리 493-1,,,,35.316028,127.011418,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.316028,127.011418",https://map.naver.com/p/search/멍스타%20담양%20전남%20담양군%20담양읍%20깊은실길%20113%20담양읍%20학동리%20493-1,https://www.diningcode.com/profile.php?rid=Z5sQXeyrvCE4,"카페, 애견카페"
2232,ごはん/Meal,ヒュシク HUSIK,Hyusik HUSIK,휴식 HUSIK,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,,,,全南光州統合特別市,Jeonnam-Gwangju,タミャン郡,Damyang-gun,,,전남광주통합특별시 담양군 가사문학면 가사문학로 1167,010-3633-6223,https://www.instagram.com/husik_playground,,35.177619,127.023601,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.177619,127.023601",https://map.naver.com/p/search/휴식%20HUSIK%20전남광주통합특별시%20담양군%20가사문학면%20가사문학로%201167,,
2233,カフェ/Cafe,1 way in coffee チュンシムサ,1 way in,1 way in coffee 증심사,カフェ,Cafe,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,あり/Yes,,,,全南光州統合特別市,Jeonnam-Gwangju,トン区,Dong-gu,ウルリムドン,Ullim-dong,광주광역시 동구 동산길 73-3 2층,062-233-2550,https://www.instagram.com/1wayincoffee/,,35.12903,126.952026,店舗単位,4.8,5,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.12903,126.952026",https://map.naver.com/p/search/1%20way%20in%20coffee%20증심사%20광주광역시%20동구%20동산길%2073-3%202층,https://www.diningcode.com/profile.php?rid=6B31V8d7jhn5,"카페, coffee"
2234,カフェ/Cafe,okiオキ,oki Oki,oki오키,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,ムンファジョンダン（文化殿堂旧道庁）,Asia Culture Center,850,全南光州統合特別市,Jeonnam-Gwangju,トン区,Dong-gu,トンミョンドン,Dongmyeong-dong,전남광주통합특별시 동구 동계로15번길 29,,,,35.153512,126.923897,通り単位,,0,軽飲食店,"https://www.google.com/maps/search/?api=1&query=35.153512,126.923897",https://map.naver.com/p/search/oki오키%20전남광주통합특별시%20동구%20동계로15번길%2029,,
2235,ごはん/Meal,トンニョク トンミョンジョム,Dongnyeok Dongmyeongjeom,동녘 동명점,バー・居酒屋,Bar & Pub,居酒屋・料理居酒屋,"Bar, Gastropub",店内OK / Indoors OK,なし/No,ムンファジョンダン（文化殿堂旧道庁）,Asia Culture Center,590,全南光州統合特別市,Jeonnam-Gwangju,トン区,Dong-gu,トンミョンドン,Dongmyeong-dong,광주광역시 동구 동명로25번길 9-1 1층,,,,35.151479,126.922679,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=35.151479,126.922679",https://map.naver.com/p/search/동녘%20동명점%20광주광역시%20동구%20동명로25번길%209-1%201층,https://www.diningcode.com/profile.php?rid=PCD7C928cbAG,"술집, 요리주점"
