No,種別(日),Type (EN),名称(日本語読み),Name (English),名称(ハングル),24時間,市郡区(日),District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,評価,口コミ数,Googleマップ,カテゴリ原文(韓)
1890,ペットショップ,Pet shop,ヌナス,Nunaseu,누나스,,松坡区,Songpa-gu,서울 송파구 법원로4길 10,1661-6033,,https://www.nunas.co.kr/,37.482614,127.122828,,0,"https://www.google.com/maps/search/?api=1&query=37.482614,127.122828",반려동물용품
1891,ペットショップ,Pet shop,テンニャンイマート,Daengnyangi Mart,댕냥이마트,,松坡区,Songpa-gu,서울 송파구 충민로 66,02-6672-3596,,,37.478269,127.124289,,0,"https://www.google.com/maps/search/?api=1&query=37.478269,127.124289",반려동물용품
1892,ペットショップ,Pet shop,トジュ ソンパジョム,Deojyu Songpajeom,더쥬 송파점,,松坡区,Songpa-gu,서울 송파구 중대로16길 12,010-2440-9142,https://www.instagram.com/thezoo_songpa,,37.495977,127.12576,4.3,10,"https://www.google.com/maps/search/?api=1&query=37.495977,127.12576",반려동물분양
1893,ペットショップ,Pet shop,トグマル,Dogeumaru,도그마루,,松坡区,Songpa-gu,서울 송파구 석촌호수로 104,02-1566-8713,,https://dogmaru.co.kr/,37.507752,127.08845,3.5,2,"https://www.google.com/maps/search/?api=1&query=37.507752,127.08845",반려동물분양
1894,ペットショップ,Pet shop,トグマケッ パンイヨクジョム,Dogeumakaet Bangiyeokjeom,도그마캣 방이역점,,松坡区,Songpa-gu,서울 송파구 양재대로72길 14,,,,37.509253,127.128373,,0,"https://www.google.com/maps/search/?api=1&query=37.509253,127.128373",반려동물용품
1895,ペットショップ,Pet shop,トグマーケット パンイヨクジョム,Dogeu Market Bangiyeokjeom,도그마켓 방이역점,,松坡区,Songpa-gu,서울 송파구 양재대로72길 14,010-2316-3838,,,37.509254,127.128365,,0,"https://www.google.com/maps/search/?api=1&query=37.509254,127.128365",반려동물용품
1896,ペットショップ,Pet shop,トグボヂ,Dogeubeodi,도그버디,,松坡区,Songpa-gu,서울 송파구 백제고분로48길 40,02-408-8684,,,37.510245,127.117276,,0,"https://www.google.com/maps/search/?api=1&query=37.510245,127.117276",반려동물용품
1897,ペットショップ,Pet shop,トグボヂ マチョンジョム,Dogeubeodi Macheonjeom,도그버디 마천점,,松坡区,Songpa-gu,서울 송파구 마천로41길 15,,,,37.497299,127.149372,,1,"https://www.google.com/maps/search/?api=1&query=37.497299,127.149372",반려동물용품
1898,ペットショップ,Pet shop,トグボヂ サムジョンジョム,Dogeubeodi Samjeonjeom,도그버디 삼전점,,松坡区,Songpa-gu,서울 송파구 백제고분로22길 10,02-423-2526,,https://m.blog.naver.com/nanamong_,37.503029,127.088971,,0,"https://www.google.com/maps/search/?api=1&query=37.503029,127.088971",반려동물용품
1899,ペットショップ,Pet shop,トレミケッ,Doremikaet,도레미캣,,松坡区,Songpa-gu,서울 송파구 올림픽로 597-1,010-8844-6441,,https://www.doremicat.co.kr/,37.535227,127.121859,4.9,133,"https://www.google.com/maps/search/?api=1&query=37.535227,127.121859",반려동물분양
1900,ペットショップ,Pet shop,トゲンケッライプヂジャイン,Dogaenkaetraipeudijain,독앤캣라이프디자인,,松坡区,Songpa-gu,서울 송파구 오금로 168,02-424-6377,,http://blog.naver.com/dogcatlifedesign,37.509596,127.112986,,0,"https://www.google.com/maps/search/?api=1&query=37.509596,127.112986",반려동물분양
1901,ペットショップ,Pet shop,チアナペッ,Dianapet,디아나펫,,松坡区,Songpa-gu,서울 송파구 석촌호수로 210,02-422-3864,,,37.506674,127.100523,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.506674,127.100523",반려동물분양
1902,ペットショップ,Pet shop,ラウラト,Raurateu,라울아트,,松坡区,Songpa-gu,서울 송파구 충민로 66,,,,37.477413,127.124412,,0,"https://www.google.com/maps/search/?api=1&query=37.477413,127.124412",반려동물용품
1903,ペットショップ,Pet shop,ロブルリペッ,Reobeullipet,러블리펫,,松坡区,Songpa-gu,서울 송파구 가락로 279,,,,37.512837,127.119687,,0,"https://www.google.com/maps/search/?api=1&query=37.512837,127.119687",반려동물분양
1904,ペットショップ,Pet shop,レドペッ,Redeupet,레드펫,,松坡区,Songpa-gu,서울 송파구 충민로 181,,,,37.486046,127.133595,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.486046,127.133595",반려동물용품
1905,ペットショップ,Pet shop,ロアトレイル PETSHOWER,Roateureil PETSHOWER,로아트레일 PETSHOWER,,松坡区,Songpa-gu,서울 송파구 법원로4길 10,,,,37.482393,127.122762,,0,"https://www.google.com/maps/search/?api=1&query=37.482393,127.122762",반려동물용품
1906,ペットショップ,Pet shop,ルアモン,Ruameong,루아멍,,松坡区,Songpa-gu,서울 송파구 송파대로 345,070-8983-9474,,https://smartstore.naver.com/luamung/products/11180393014,37.497614,127.102532,,0,"https://www.google.com/maps/search/?api=1&query=37.497614,127.102532",반려동물용품
1907,ペットショップ,Pet shop,ルイドク ロッデエビニュエルジャムシルジョム,Ruidok Rotdeebinyueljamsiljeom,루이독 롯데에비뉴엘잠실점,,松坡区,Songpa-gu,서울 송파구 올림픽로 300,02-3213-2533,https://www.instagram.com/louisdogboutique_avenuel,,37.512697,127.101521,1.0,0,"https://www.google.com/maps/search/?api=1&query=37.512697,127.101521",반려동물용품
1908,ペットショップ,Pet shop,マグネチクプルレン,Mageunetikpeullaen,마그네틱플랜,,松坡区,Songpa-gu,서울 송파구 충민로 5,,,http://www.9dog.co.kr,37.480145,127.119658,,0,"https://www.google.com/maps/search/?api=1&query=37.480145,127.119658",반려동물용품
1909,ペットショップ,Pet shop,マロンガーデン,Marong Garden,마롱가든,,松坡区,Songpa-gu,서울 송파구 가락로 61,0507-1426-0099,https://instagram.com/marong_garden,,37.499891,127.103138,4.3,3,"https://www.google.com/maps/search/?api=1&query=37.499891,127.103138",반려동물용품
1910,ペットショップ,Pet shop,マリコベン,Marikoben,마리코벤,,松坡区,Songpa-gu,서울 송파구 법원로 127,,,https://maricoven.com,37.486316,127.118779,,0,"https://www.google.com/maps/search/?api=1&query=37.486316,127.118779",반려동물용품
1911,ペットショップ,Pet shop,マンゴケッ,Manggokaet,망고캣,,松坡区,Songpa-gu,서울 송파구 거마로17길 21,,,,37.498786,127.144422,,0,"https://www.google.com/maps/search/?api=1&query=37.498786,127.144422",반려동물분양
1912,ペットショップ,Pet shop,メゲヌピ,Maegaenupi,맥앤우피,,松坡区,Songpa-gu,서울 송파구 새말로 62,070-4400-0707,https://www.instagram.com/mcandoopy/,,37.4809,127.121102,,0,"https://www.google.com/maps/search/?api=1&query=37.4809,127.121102",반려동물용품
1913,ペットショップ,Pet shop,モンニャンクラブ チャムシルジョム,Meongnyang Club Jamsiljeom,멍냥클럽 잠실점,,松坡区,Songpa-gu,서울 송파구 오금로11길 45,010-2734-9371,,,37.515965,127.112209,5.0,6,"https://www.google.com/maps/search/?api=1&query=37.515965,127.112209",반려동물용품
1914,ペットショップ,Pet shop,メイデイ,Meidei,메이데이,,松坡区,Songpa-gu,서울 송파구 양재대로71길 19-10,010-5898-5043,https://www.instagram.com/mayday.official_/,,37.510457,127.124348,,4,"https://www.google.com/maps/search/?api=1&query=37.510457,127.124348",반려동물용품
1915,ペットショップ,Pet shop,モルリス ガーデンパイプジョム,Molliseu Garden Pie Beujeom,몰리스 가든파이브점,,松坡区,Songpa-gu,서울 송파구 충민로 10,02-2104-5005,,http://mollys.emart.com,37.478617,127.119108,3.5,0,"https://www.google.com/maps/search/?api=1&query=37.478617,127.119108",몰리스
1916,ペットショップ,Pet shop,モンニャンモンニャン ソンパジョム,Mongnyangmongnyang Songpajeom,몽냥몽냥 송파점,,松坡区,Songpa-gu,서울 송파구 올림픽로12길 26,010-7654-0456,,https://www.mongnyangpet.com/,37.509277,127.083154,4.2,259,"https://www.google.com/maps/search/?api=1&query=37.509277,127.083154",반려동물분양
1917,ペットショップ,Pet shop,モンモンイペットショップ チャムシルロッデウォルドジョム,Mongmongi Pet Shop Jamsillotdewoldeujeom,몽몽이펫샵 잠실롯데월드점,,松坡区,Songpa-gu,서울 송파구 올림픽로 240,0507-1310-1468,,,37.51132,127.09816,1.0,1,"https://www.google.com/maps/search/?api=1&query=37.51132,127.09816",반려동물용품
1918,ペットショップ,Pet shop,ミオジュ コヤンイ分譲 カンアジ分譲 チャムシルボンジョム,Miojeu Goyangi Adoption Gangaji Adoption Jamsilbonjeom,미오즈 고양이분양 강아지분양 잠실본점,,松坡区,Songpa-gu,서울 송파구 백제고분로31길 18,010-5644-0825,,,37.504159,127.095651,,121,"https://www.google.com/maps/search/?api=1&query=37.504159,127.095651",반려동물분양
1919,ペットショップ,Pet shop,ミユペッ ソウルジョム,Miyupet Seouljeom,미유펫 서울점,,松坡区,Songpa-gu,서울 송파구 송이로14길 11,,https://www.instagram.com/meyoupet_seoul_,,37.498798,127.118386,4.9,415,"https://www.google.com/maps/search/?api=1&query=37.498798,127.118386",반려동물분양
1920,ペットショップ,Pet shop,パボペッ,Babopet,바보펫,,松坡区,Songpa-gu,서울 송파구 정의로7길 13,070-4647-2946,,,37.485289,127.115121,,0,"https://www.google.com/maps/search/?api=1&query=37.485289,127.115121",반려동물용품
1921,ペットショップ,Pet shop,ポルロジダッコム,Beolleojidatkeom,벌러지닷컴,,松坡区,Songpa-gu,서울 송파구 송파대로26길 4,070-8729-7379,,https://www.buruze.com,37.490877,127.120828,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.490877,127.120828",반려동물분양
1922,ペットショップ,Pet shop,ポニエンドク,Boniaendok,보니앤독,,松坡区,Songpa-gu,서울 송파구 성내천로6길 12-1,02-6482-6082,,,37.50419,127.135227,,0,"https://www.google.com/maps/search/?api=1&query=37.50419,127.135227",반려동물용품
1923,ペットショップ,Pet shop,ブラックトライ,Black Teurai,블랙트라이,,松坡区,Songpa-gu,서울 송파구 마천로 82,010-5686-7356,,,37.507106,127.129208,,0,"https://www.google.com/maps/search/?api=1&query=37.507106,127.129208",반려동물분양
1924,ペットショップ,Pet shop,ピグルC&M,Bigeul C&M,비글C&M,,松坡区,Songpa-gu,서울 송파구 법원로 92,02-556-1562,,https://bgree.co.kr,37.483697,127.121188,,0,"https://www.google.com/maps/search/?api=1&query=37.483697,127.121188",반려동물용품
1925,ペットショップ,Pet shop,ピクトリアペッ カンナムソンパボンジョム,Biktoriapet Gangnamsongpabonjeom,빅토리아펫 강남송파본점,,松坡区,Songpa-gu,서울 송파구 석촌호수로 104,070-4349-5578,,https://blog.naver.com/pch919788,37.507752,127.08845,,0,"https://www.google.com/maps/search/?api=1&query=37.507752,127.08845",반려동물분양
1926,ペットショップ,Pet shop,ッパリッパリ,Pparippari,빠리빠리,,松坡区,Songpa-gu,서울 송파구 마천로25길 7,02-2233-8220,https://www.instagram.com/terrier0/,,37.503615,127.139918,,0,"https://www.google.com/maps/search/?api=1&query=37.503615,127.139918",반려동물분양
1927,トリミング,Grooming,ソウルゴヤンイトリミングシル,Seoulgoyangi Grooming Sil,서울고양이미용실,,松坡区,Songpa-gu,서울 송파구 삼전로6길 8,070-8886-3103,,,37.502938,127.087985,3.0,4,"https://www.google.com/maps/search/?api=1&query=37.502938,127.087985",반려동물분양
1928,ペットショップ,Pet shop,ソウルゴヤンイ分譲 モアケッ チャムシルボンジョム,Seoulgoyangi Adoption Moakaet Jamsilbonjeom,서울고양이분양 모아캣 잠실본점,,松坡区,Songpa-gu,서울 송파구 백제고분로 132,010-5016-8253,,http://www.모아캣.com,37.505935,127.081551,,36,"https://www.google.com/maps/search/?api=1&query=37.505935,127.081551",반려동물분양
1929,ペットショップ,Pet shop,ソルドアウッ,Soldeuaut,솔드아웃,,松坡区,Songpa-gu,서울 송파구 충민로 66,02-2157-0621,,,37.477071,127.125885,,0,"https://www.google.com/maps/search/?api=1&query=37.477071,127.125885",반려동물용품
1930,ペットショップ,Pet shop,スビンシャプ,Subinsyap,수빈샵,,松坡区,Songpa-gu,서울 송파구 법원로 128,02-2088-3860,,,37.486844,127.120492,,0,"https://www.google.com/maps/search/?api=1&query=37.486844,127.120492",반려동물용품
1931,ペットショップ,Pet shop,スタジオ ステイ モリ,Studio Seutei Mori,스튜디오 스테이 모리,,松坡区,Songpa-gu,서울 송파구 성내천로12길 5,,http://instagram.com/studiostaymorrie,,37.500559,127.137728,,2,"https://www.google.com/maps/search/?api=1&query=37.500559,127.137728",반려동물용품
1932,ペットショップ,Pet shop,スロウソウル,Slow Seoul,슬로우서울,,松坡区,Songpa-gu,서울 송파구 백제고분로37가길 18,02-424-0362,,,37.505577,127.10322,1.0,57,"https://www.google.com/maps/search/?api=1&query=37.505577,127.10322",반려동물분양
1933,ペットショップ,Pet shop,ッソペッ ソンパヘルリオシチジョム,Ssopet Songpahelliositijeom,쏘펫 송파헬리오시티점,,松坡区,Songpa-gu,서울 송파구 송파대로 345,,,,37.497709,127.102476,,2,"https://www.google.com/maps/search/?api=1&query=37.497709,127.102476",반려동물분양
1934,ペットショップ,Pet shop,アムド オプゲ チャムシルジャンミジョム,Amudo Eopgae Jamsiljangmijeom,아무도 없개 잠실장미점,,松坡区,Songpa-gu,서울 송파구 올림픽로35길 112,0502-1948-5558,,,37.517887,127.101917,,0,"https://www.google.com/maps/search/?api=1&query=37.517887,127.101917",아무도없개
1935,ペットショップ,Pet shop,アムドオプゲ ソンパバンイジョム,Amudoeopgae Songpabangijeom,아무도없개 송파방이점,,松坡区,Songpa-gu,서울 송파구 올림픽로32길 59,1644-9896,,https://updog.kr/,37.5122,127.112795,,9,"https://www.google.com/maps/search/?api=1&query=37.5122,127.112795",아무도없개
1936,ペットショップ,Pet shop,アムドオプゲ チャムシルソクチョンジョム,Amudoeopgae Jamsilseokchonjeom,아무도없개 잠실석촌점,,松坡区,Songpa-gu,서울 송파구 가락로5길 8,1644-9896,,https://updog.kr,37.500215,127.102193,,2,"https://www.google.com/maps/search/?api=1&query=37.500215,127.102193",아무도없개
1937,ペットショップ,Pet shop,愛犬用品,Dog Supplies,애견용품,,松坡区,Songpa-gu,서울 송파구 마천로45길 37,,,,37.498988,127.151533,,0,"https://www.google.com/maps/search/?api=1&query=37.498988,127.151533",반려동물용품
1938,ペットショップ,Pet shop,エニモルットゥゲド,Aenimeolttugedeo,애니멀뚜게더,,松坡区,Songpa-gu,서울 송파구 백제고분로15길 16,010-2069-2216,,,37.506777,127.085212,,0,"https://www.google.com/maps/search/?api=1&query=37.506777,127.085212",반려동물분양
1939,ペットショップ,Pet shop,愛玩用品 チョンムンジョム,Pet Supplies Jeonmunjeom,애완용품 전문점,,松坡区,Songpa-gu,서울 송파구 마천로45길 37,,,,37.498986,127.151533,,0,"https://www.google.com/maps/search/?api=1&query=37.498986,127.151533",반려동물용품
1940,ペットショップ,Pet shop,ヤオンアモンモンヘブァ ソンパウィリェジョム,Yaongameongmeonghaebwa Songpawiryejeom,야옹아멍멍해봐 송파위례점,,松坡区,Songpa-gu,서울 송파구 위례서로 260,02-3012-4400,,https://blog.naver.com/rmsdid1,37.487974,127.142683,2.8,10,"https://www.google.com/maps/search/?api=1&query=37.487974,127.142683",반려동물분양
1941,ペットショップ,Pet shop,エスエスオチコリア,Eseueseuotikoria,에스에스오티코리아,,松坡区,Songpa-gu,서울 송파구 법원로 128,02-3454-0704,,,37.486862,127.120469,,0,"https://www.google.com/maps/search/?api=1&query=37.486862,127.120469",반려동물용품
1942,ペットショップ,Pet shop,エンジェイカメルレオン ソンパジョム,Enjeikamelleon Songpajeom,엔제이카멜레온 송파점,,松坡区,Songpa-gu,서울 송파구 중대로16길 12,,,,37.495977,127.12576,,1,"https://www.google.com/maps/search/?api=1&query=37.495977,127.12576",반려동물분양
1943,ペットショップ,Pet shop,オマイトギ,O My Dogi,오마이도기,,松坡区,Songpa-gu,서울 송파구 송이로26길 16-35,02-529-5332,,http://blog.naver.com/oh_mydoggy,37.493293,127.12218,,0,"https://www.google.com/maps/search/?api=1&query=37.493293,127.12218",반려동물용품
1944,ペットショップ,Pet shop,オオトリッ,Oeoteurit,오어트릿,,松坡区,Songpa-gu,서울 송파구 가락로 211,0507-1360-5430,https://www.instagram.com/tartortreat/,,37.507492,127.116268,,0,"https://www.google.com/maps/search/?api=1&query=37.507492,127.116268",반려동물용품
1945,ペットショップ,Pet shop,ワルァルシクダン,Warwalsikdang,왈왈식당,,松坡区,Songpa-gu,서울 송파구 올림픽로 145,070-7872-0505,http://www.instagram.com/walwal_sikdang,,37.511986,127.087016,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.511986,127.087016",반려동물용품
1946,ペットショップ,Pet shop,ウチュチュ,Uchyuchyu,우츄츄,,松坡区,Songpa-gu,서울 송파구 송이로17길 41,02-6409-0720,,http://www.instargram.com/woochewchew,37.500932,127.124191,5.0,31,"https://www.google.com/maps/search/?api=1&query=37.500932,127.124191",반려동물용품
1947,ペットショップ,Pet shop,ウンパム ピバリウム&パチュンニュシャプ,Ungpam Bibarium & Pachungnyusyap,웅팜 비바리움&파충류샵,,松坡区,Songpa-gu,서울 송파구 오금로38길 10,010-5810-4509,https://www.instagram.com/woongfarm_reptiles,,37.500637,127.128356,,0,"https://www.google.com/maps/search/?api=1&query=37.500637,127.128356",반려동물분양
1948,ペットショップ,Pet shop,ウォクエルロン,Wokeuaelleon,워크앤런,,松坡区,Songpa-gu,서울 송파구 중대로 158,02-485-2727,https://www.instagram.com/walknrun.kr/,,37.496184,127.124951,,52,"https://www.google.com/maps/search/?api=1&query=37.496184,127.124951",반려동물용품
1949,ペットショップ,Pet shop,ウォンポピ,Wonpeopi,원퍼피,,松坡区,Songpa-gu,서울 송파구 송이로28길 25,010-8180-1600,https://www.instagram.com/onepuppy_,,37.489287,127.125068,1.0,61,"https://www.google.com/maps/search/?api=1&query=37.489287,127.125068",반려동물분양
1950,ペットショップ,Pet shop,チャムシルガンアジ分譲コヤンイ分譲 ソリペッ,Jamsilgangaji Adoption Goyangi Adoption Seoripet,잠실강아지분양고양이분양 서리펫,,松坡区,Songpa-gu,서울 송파구 석촌호수로 104,1566-8713,,https://seoripet.co.kr/home,37.507752,127.08845,4.4,9,"https://www.google.com/maps/search/?api=1&query=37.507752,127.08845",반려동물분양
1951,ペットショップ,Pet shop,チャンボヌンガンアジワゴヤンイ モンモンイペットショップチャムシルロッデウォルドジョム,Jangboneungangajiwagoyangi Mongmongi Pet Shop Jamsillotdewoldeujeom,장보는강아지와고양이 몽몽이펫샵잠실롯데월드점,,松坡区,Songpa-gu,서울 송파구 올림픽로 240,,,https://gang2.co.kr/,37.511311,127.09814,,0,"https://www.google.com/maps/search/?api=1&query=37.511311,127.09814",장보는강아지와고양이
1952,ペットショップ,Pet shop,チェニペッハウス,Jenipet House,제니펫하우스,,松坡区,Songpa-gu,서울 송파구 풍성로26길 12,02-475-0224,,,37.532585,127.119275,,0,"https://www.google.com/maps/search/?api=1&query=37.532585,127.119275",반려동물분양
1953,ペットショップ,Pet shop,チェロネガンシクタイム,Jeronegansiktaim,제로네간식타임,,松坡区,Songpa-gu,서울 송파구 풍성로 55,0502-5550-1087,https://www.instagram.com/zerosnack2024,,37.533946,127.118611,,33,"https://www.google.com/maps/search/?api=1&query=37.533946,127.118611",반려동물용품
1954,ペットショップ,Pet shop,チェイジェイドク,Jeijeidok,제이제이독,,松坡区,Songpa-gu,서울 송파구 오금로 252,010-9730-6645,,,37.505573,127.121179,,2,"https://www.google.com/maps/search/?api=1&query=37.505573,127.121179",반려동물용품
1955,ペットショップ,Pet shop,チェルリファクトリー,Jelli Factory,젤리팩토리,,松坡区,Songpa-gu,서울 송파구 송이로31길 56,,,,37.491288,127.136856,,0,"https://www.google.com/maps/search/?api=1&query=37.491288,127.136856",반려동물용품
1956,ペットショップ,Pet shop,チョエンガン,Joaengang,조앤강,,松坡区,Songpa-gu,서울 송파구 송파대로 201,070-4617-5956,,https://www.choandkang.com,37.487739,127.120686,,3,"https://www.google.com/maps/search/?api=1&query=37.487739,127.120686",반려동물용품
1957,ペットショップ,Pet shop,チョエンガン,Joaengang,조앤강,,松坡区,Songpa-gu,서울 송파구 송파대로 167,,,,37.484661,127.120934,,0,"https://www.google.com/maps/search/?api=1&query=37.484661,127.120934",반려동물용품
1958,ペットショップ,Pet shop,チョウンゲコ,Joeungeko,조은게코,,松坡区,Songpa-gu,서울 송파구 삼학사로 32,010-6339-6714,,,37.50008,127.097012,,0,"https://www.google.com/maps/search/?api=1&query=37.50008,127.097012",반려동물분양
1959,ペットショップ,Pet shop,チョコペッハウス,Chokopet House,초코펫하우스,,松坡区,Songpa-gu,서울 송파구 오금로31길 3,070-8623-3875,,,37.506471,127.121157,,0,"https://www.google.com/maps/search/?api=1&query=37.506471,127.121157",반려동물용품
1960,ペットショップ,Pet shop,ケンマウル,Kaenmaeul,캣마을,,松坡区,Songpa-gu,서울 송파구 가락로 64,02-420-5112,,http://www.cattown.co.kr,37.499669,127.103445,5.0,2,"https://www.google.com/maps/search/?api=1&query=37.499669,127.103445",반려동물분양
1961,ペットショップ,Pet shop,コイレプ,Koiraep,코이랩,,松坡区,Songpa-gu,서울 송파구 법원로 128,010-5760-0203,,https://amily.kr,37.486831,127.120454,,0,"https://www.google.com/maps/search/?api=1&query=37.486831,127.120454",반려동물용품
1962,ペットショップ,Pet shop,コジロコ,Kojiroko,코지로코,,松坡区,Songpa-gu,서울 송파구 백제고분로45길 11,0506-572-9100,,,37.509404,127.109998,,0,"https://www.google.com/maps/search/?api=1&query=37.509404,127.109998",반려동물용품
1963,ペットショップ,Pet shop,コルリオルリ ロッデマート チェタプルレクス チャムシルジョム,Kolliolli Rotde Mart Jetapeullekseu Jamsiljeom,콜리올리 롯데마트 제타플렉스 잠실점,,松坡区,Songpa-gu,서울 송파구 올림픽로 240,,,,37.511655,127.096299,,0,"https://www.google.com/maps/search/?api=1&query=37.511655,127.096299",반려동물용품
1964,ペットショップ,Pet shop,キミトイ,Kimitoi,키미토이,,松坡区,Songpa-gu,서울 송파구 충민로 10,0507-0177-2008,,https://www.kimitoy.kr,37.478617,127.119107,,0,"https://www.google.com/maps/search/?api=1&query=37.478617,127.119107",반려동물용품
1965,ペットショップ,Pet shop,タイニポピ,Tainipeopi,타이니퍼피,,松坡区,Songpa-gu,서울 송파구 송파대로 145,010-9978-9960,,,37.483325,127.122969,1.0,8,"https://www.google.com/maps/search/?api=1&query=37.483325,127.122969",반려동물분양
1966,ペットショップ,Pet shop,パチュンニュシャプ サウス レプタイルス サレプス,Pachungnyusyap Sauseu Reptailseu Sarepseu,파충류샵 사우스 렙타일스 사렙스,,松坡区,Songpa-gu,서울 송파구 백제고분로 378,0507-1376-7849,https://www.instagram.com/south__reptiles,,37.505402,127.108245,5.0,22,"https://www.google.com/maps/search/?api=1&query=37.505402,127.108245",반려동물분양
1967,ペットショップ,Pet shop,ペションファクトリー,Paesyon Factory,패숀팩토리,,松坡区,Songpa-gu,서울 송파구 위례성대로 106-1,02-493-6178,,http://www.thepuppia.com,37.513143,127.123572,,0,"https://www.google.com/maps/search/?api=1&query=37.513143,127.123572",반려동물용품
1968,ペットショップ,Pet shop,ペンメジュコリア,Penmejeukoria,펫메즈코리아,,松坡区,Songpa-gu,서울 송파구 백제고분로 501,02-423-9806,,,37.515091,127.114799,,0,"https://www.google.com/maps/search/?api=1&query=37.515091,127.114799",반려동물용품
1969,ペットショップ,Pet shop,ペセンミ,Pesaenmi,펫앤미,,松坡区,Songpa-gu,서울 송파구 충민로 5,070-8285-4417,,,37.480368,127.119839,,0,"https://www.google.com/maps/search/?api=1&query=37.480368,127.119839",반려동물용품
1970,ペットショップ,Pet shop,ペッチュエンミ,Petcheuaenmi,펫츠앤미,,松坡区,Songpa-gu,서울 송파구 오금로18길 5,,http://instagram.com/pets_me_official,,37.51019,127.110818,,2,"https://www.google.com/maps/search/?api=1&query=37.51019,127.110818",반려동물용품
1971,ペットショップ,Pet shop,ペッコエンコ,Petkoaenko,펫코앤코,,松坡区,Songpa-gu,서울 송파구 정의로7길 13,1666-1581,,,37.485288,127.11512,,0,"https://www.google.com/maps/search/?api=1&query=37.485288,127.11512",반려동물용품
1972,ペットショップ,Pet shop,ペッファースト ソウルソンパジョム,Pet First Seoulsongpajeom,펫퍼스트 서울송파점,,松坡区,Songpa-gu,서울 송파구 위례광장로 290,1544-2642,,https://petfirst.co.kr/,37.47497,127.142847,,93,"https://www.google.com/maps/search/?api=1&query=37.47497,127.142847",반려동물분양
1973,ペットショップ,Pet shop,ペップルト ソンパジョム,Petpeureuteu Songpajeom,펫프르트 송파점,,松坡区,Songpa-gu,서울 송파구 가락로 112,1661-2394,,,37.501265,127.1085,1.0,0,"https://www.google.com/maps/search/?api=1&query=37.501265,127.1085",반려동물용품
1974,ペットショップ,Pet shop,ペップリカ,Petpeurika,펫프리카,,松坡区,Songpa-gu,서울 송파구 법원로9길 26,,,,37.48417,127.116625,,0,"https://www.google.com/maps/search/?api=1&query=37.48417,127.116625",반려동물용품
1975,ペットショップ,Pet shop,ポエボポピ,Poebeopeopi,포에버퍼피,,松坡区,Songpa-gu,서울 송파구 위례광장로 230,010-9626-8751,https://www.instagram.com/for.ever_puppy,,37.480279,127.143303,,64,"https://www.google.com/maps/search/?api=1&query=37.480279,127.143303",반려동물용품
1976,ペットショップ,Pet shop,ハルオンニ,Harueonni,하루언니,,松坡区,Songpa-gu,서울 송파구 송파대로 345,010-4305-0053,https://www.instagram.com/harueonni,,37.499789,127.11147,,6,"https://www.google.com/maps/search/?api=1&query=37.499789,127.11147",반려동물용품
1977,ペットショップ,Pet shop,ハイエンドドク,High Endeudok,하이엔드독,,松坡区,Songpa-gu,서울 송파구 법원로4길 6,,https://www.instagram.com/high_end_dog3,,37.482317,127.12211,,51,"https://www.google.com/maps/search/?api=1&query=37.482317,127.12211",반려동물분양
1978,ペットショップ,Pet shop,ハンスクラブ,Hanseu Club,한스클럽,,松坡区,Songpa-gu,서울 송파구 가락로 45,,,,37.499347,127.101445,,0,"https://www.google.com/maps/search/?api=1&query=37.499347,127.101445",반려동물용품
1979,ペットショップ,Pet shop,ハッピー愛犬タウン ソウルボンジョム,Happy Dog Town Seoulbonjeom,해피애견타운 서울본점,,松坡区,Songpa-gu,서울 송파구 송파대로 390,1566-8109,,http://www.happytown.kr,37.502485,127.110094,,918,"https://www.google.com/maps/search/?api=1&query=37.502485,127.110094",반려동물분양
1980,ペットショップ,Pet shop,ホドゥネグァジャジプ,Hodunegwajajip,호두네과자집,,松坡区,Songpa-gu,서울 송파구 송파대로48길 5-1,,,,37.508649,127.105122,,0,"https://www.google.com/maps/search/?api=1&query=37.508649,127.105122",반려동물용품
1981,ペットショップ,Pet shop,ファンジェサロン,Hwangje Salon,황제살롱,,松坡区,Songpa-gu,서울 송파구 가락로12길 5-20,02-420-4604,http://www.instagram.com/theking_salon,,37.500265,127.106264,5.0,1,"https://www.google.com/maps/search/?api=1&query=37.500265,127.106264",반려동물분양
1982,ペットショップ,Pet shop,24時間無人愛犬カンシク用品 アムドオプゲモクドンジョム,24h Unmanned Dog Gansik Supplies Amudoeopgaemokdongjeom,24시무인애견간식용품 아무도없개목동점,はい/Yes,陽川区,Yangcheon-gu,서울 양천구 목동중앙본로 103,,,,37.544893,126.870612,,0,"https://www.google.com/maps/search/?api=1&query=37.544893,126.870612",반려동물용품
1983,ペットショップ,Pet shop,カウォンペッ愛犬シャプ,Gawonpet Dog Syap,가원펫애견샵,,陽川区,Yangcheon-gu,서울 양천구 신월로 220,02-2604-1700,,,37.521542,126.846525,,0,"https://www.google.com/maps/search/?api=1&query=37.521542,126.846525",반려동물용품
